STATS_YM,STATS_RM_CN,ACDMCR_TY_NM,RANK_NM,CNSLT_CN,CNSLT_CN_VALUE
201809,2018년1월1일~9월30일,중학교,10위,성,0.4
201809,2018년1월1일~9월30일,중학교,11위,일탈 및 비행,0.3
201809,2018년1월1일~9월30일,고등학교,1위,대인관계,43.3
201809,2018년1월1일~9월30일,고등학교,2위,학업,21.6
201809,2018년1월1일~9월30일,고등학교,3위,진로,10.6
201809,2018년1월1일~9월30일,고등학교,4위,가족,6.6
201809,2018년1월1일~9월30일,고등학교,5위,기타,6.1
201809,2018년1월1일~9월30일,고등학교,6위,생활습관/외모,3.7
201809,2018년1월1일~9월30일,고등학교,7위,정신건강,3
201809,2018년1월1일~9월30일,고등학교,8위,성격,2.2
201809,2018년1월1일~9월30일,고등학교,9위,인터넷/스마트폰,1.9
201809,2018년1월1일~9월30일,고등학교,10위,일탈 및 비행,0.7
201809,2018년1월1일~9월30일,고등학교,11위,성,0.2
201807,2018년1월1일~7월31일,초등학교,1위,대인관계,49.8
201807,2018년1월1일~7월31일,초등학교,2위,기타,23
201807,2018년1월1일~7월31일,초등학교,3위,학업,8.8
201807,2018년1월1일~7월31일,초등학교,4위,진로,5
201807,2018년1월1일~7월31일,초등학교,5위,생활습관/외모,4.2
201807,2018년1월1일~7월31일,초등학교,6위,성격,3.8
201807,2018년1월1일~7월31일,초등학교,7위,인터넷/스마트폰,2.5
201807,2018년1월1일~7월31일,초등학교,8위,가족,1.7
201807,2018년1월1일~7월31일,초등학교,9위,정신건강,0.8
201807,2018년1월1일~7월31일,초등학교,10위,성,0.4
201807,2018년1월1일~7월31일,초등학교,11위,-,0
201807,2018년1월1일~7월31일,중학교,1위,대인관계,50.9
201807,2018년1월1일~7월31일,중학교,2위,학업,13
201807,2018년1월1일~7월31일,중학교,3위,진로,8.5
201807,2018년1월1일~7월31일,중학교,4위,기타,7.3
201807,2018년1월1일~7월31일,중학교,5위,인터넷/스마트폰,5.3
201807,2018년1월1일~7월31일,중학교,6위,가족,5.3
201807,2018년1월1일~7월31일,중학교,7위,정신건강,5.1
201807,2018년1월1일~7월31일,중학교,8위,생활습관/외모,2.4
201807,2018년1월1일~7월31일,중학교,9위,성격,1.8
201807,2018년1월1일~7월31일,중학교,10위,일탈 및 비행,0.4
201807,2018년1월1일~7월31일,중학교,11위,-,0
201807,2018년1월1일~7월31일,고등학교,1위,대인관계,42.1
201807,2018년1월1일~7월31일,고등학교,2위,학업,21.8
201807,2018년1월1일~7월31일,고등학교,3위,진로,11.1
201807,2018년1월1일~7월31일,고등학교,4위,가족,6.5
201807,2018년1월1일~7월31일,고등학교,5위,기타,6.5
201807,2018년1월1일~7월31일,고등학교,6위,정신건강,3.4
201807,2018년1월1일~7월31일,고등학교,7위,생활습관/외모,3.5
201807,2018년1월1일~7월31일,고등학교,8위,성격,2.1
201807,2018년1월1일~7월31일,고등학교,9위,인터넷/스마트폰,2
201807,2018년1월1일~7월31일,고등학교,10위,일탈 및 비행,0.7
201807,2018년1월1일~7월31일,고등학교,11위,성,0.2
201806,2018년1월1일~6월30일,초등학교,1위,대인관계,46.3
201806,2018년1월1일~6월30일,초등학교,2위,기타,22.4
201806,2018년1월1일~6월30일,초등학교,3위,학업,9.5
201806,2018년1월1일~6월30일,초등학교,4위,진로,6.8
201806,2018년1월1일~6월30일,초등학교,5위,생활습관/외모,4.8
201806,2018년1월1일~6월30일,초등학교,6위,성격,4.8
201806,2018년1월1일~6월30일,초등학교,7위,인터넷/스마트폰,2
201806,2018년1월1일~6월30일,초등학교,8위,가족,2.7
201806,2018년1월1일~6월30일,초등학교,9위,성,0.7
201806,2018년1월1일~6월30일,초등학교,10위,-,0
201806,2018년1월1일~6월30일,초등학교,11위,-,0
201806,2018년1월1일~6월30일,중학교,1위,대인관계,52.3
201806,2018년1월1일~6월30일,중학교,2위,학업,13.1
201806,2018년1월1일~6월30일,중학교,3위,진로,8.2
201806,2018년1월1일~6월30일,중학교,4위,기타,7.3
201806,2018년1월1일~6월30일,중학교,5위,인터넷/스마트폰,5.8
201806,2018년1월1일~6월30일,중학교,6위,가족,4.9
201806,2018년1월1일~6월30일,중학교,7위,정신건강,4.3
201806,2018년1월1일~6월30일,중학교,8위,생활습관/외모,2.4
201806,2018년1월1일~6월30일,중학교,9위,성격,1.2
201806,2018년1월1일~6월30일,중학교,10위,일탈 및 비행,0.6
201806,2018년1월1일~6월30일,중학교,11위,-,0
201806,2018년1월1일~6월30일,고등학교,1위,대인관계,42.9
201806,2018년1월1일~6월30일,고등학교,2위,학업,19.9
201806,2018년1월1일~6월30일,고등학교,3위,진로,11.6
201806,2018년1월1일~6월30일,고등학교,4위,가족,7.3
201806,2018년1월1일~6월30일,고등학교,5위,기타,7
201806,2018년1월1일~6월30일,고등학교,6위,정신건강,3.9
201806,2018년1월1일~6월30일,고등학교,7위,생활습관/외모,3.1
201806,2018년1월1일~6월30일,고등학교,8위,성격,1.9
201806,2018년1월1일~6월30일,고등학교,9위,인터넷/스마트폰,1.5
201806,2018년1월1일~6월30일,고등학교,10위,일탈 및 비행,0.7
201806,2018년1월1일~6월30일,고등학교,11위,성,0.3
201804,2018년1월1일~4월30일,초등학교,1위,대인관계,30.2
201804,2018년1월1일~4월30일,초등학교,2위,기타,20.8
201804,2018년1월1일~4월30일,초등학교,3위,학업,15.1
201804,2018년1월1일~4월30일,초등학교,4위,성격,9.4
201804,2018년1월1일~4월30일,초등학교,5위,생활습관/외모,7.5
201804,2018년1월1일~4월30일,초등학교,6위,진로,7.5
201804,2018년1월1일~4월30일,초등학교,7위,인터넷/스마트폰,5.7
201804,2018년1월1일~4월30일,초등학교,8위,가족,3.8
201804,2018년1월1일~4월30일,초등학교,9위,-,0
201804,2018년1월1일~4월30일,초등학교,10위,-,0
201804,2018년1월1일~4월30일,초등학교,11위,-,0
201804,2018년1월1일~4월30일,중학교,1위,대인관계,44.6
201804,2018년1월1일~4월30일,중학교,2위,학업,20.6
201804,2018년1월1일~4월30일,중학교,3위,기타,7.8
201804,2018년1월1일~4월30일,중학교,4위,진로,7.8
201804,2018년1월1일~4월30일,중학교,5위,가족,4.3
201804,2018년1월1일~4월30일,중학교,6위,생활습관/외모,4.3
201804,2018년1월1일~4월30일,중학교,7위,인터넷/스마트폰,2.1
201804,2018년1월1일~4월30일,중학교,8위,성격,2.1
201804,2018년1월1일~4월30일,중학교,9위,정신건강,5.7
201804,2018년1월1일~4월30일,중학교,10위,일탈 및 비행,0.7
201804,2018년1월1일~4월30일,중학교,11위,-,0
201804,2018년1월1일~4월30일,고등학교,1위,대인관계,47.6
201804,2018년1월1일~4월30일,고등학교,2위,학업,15.4
201804,2018년1월1일~4월30일,고등학교,3위,진로,9.6
201804,2018년1월1일~4월30일,고등학교,4위,가족,7.2
201804,2018년1월1일~4월30일,고등학교,5위,기타,6.7
201804,2018년1월1일~4월30일,고등학교,6위,정신건강,4.1
201804,2018년1월1일~4월30일,고등학교,7위,생활습관/외모,3.6
201804,2018년1월1일~4월30일,고등학교,8위,인터넷/스마트폰,2.4
201804,2018년1월1일~4월30일,고등학교,9위,성격,2.2
201804,2018년1월1일~4월30일,고등학교,10위,일탈 및 비행,0.7
201804,2018년1월1일~4월30일,고등학교,11위,성,0.5
201710,2017년1월1일~10월31일,초등학교,1위,대인관계,52.8
201710,2017년1월1일~10월31일,초등학교,2위,학업,15.6
201710,2017년1월1일~10월31일,초등학교,3위,기타,13.6
201710,2017년1월1일~10월31일,초등학교,4위,가족,8
201710,2017년1월1일~10월31일,초등학교,5위,생활습관/외모,2.9
201710,2017년1월1일~10월31일,초등학교,6위,진로,2.4
201710,2017년1월1일~10월31일,초등학교,7위,성격,2.4
201710,2017년1월1일~10월31일,초등학교,8위,인터넷/스마트폰,1.2
201710,2017년1월1일~10월31일,초등학교,9위,정신건강,0.9
201710,2017년1월1일~10월31일,초등학교,10위,일탈 및 비행,0.3
201710,2017년1월1일~10월31일,초등학교,11위,-,0
201710,2017년1월1일~10월31일,중학교,1위,대인관계,45.3
201710,2017년1월1일~10월31일,중학교,2위,학업,17.1
201710,2017년1월1일~10월31일,중학교,3위,기타,10.1
201710,2017년1월1일~10월31일,중학교,4위,진로,8.2
201710,2017년1월1일~10월31일,중학교,5위,가족,7.1
201710,2017년1월1일~10월31일,중학교,6위,생활습관/외모,4.3
201710,2017년1월1일~10월31일,중학교,7위,인터넷/스마트폰,3.1
201710,2017년1월1일~10월31일,중학교,8위,성격,2.3
201710,2017년1월1일~10월31일,중학교,9위,일탈 및 비행,1.4
201710,2017년1월1일~10월31일,중학교,10위,정신건강,1.2
201710,2017년1월1일~10월31일,중학교,11위,-,0
201710,2017년1월1일~10월31일,고등학교,1위,대인관계,35.9
201710,2017년1월1일~10월31일,고등학교,2위,학업,25.2
201710,2017년1월1일~10월31일,고등학교,3위,진로,11.3
201710,2017년1월1일~10월31일,고등학교,4위,가족,8.2
201710,2017년1월1일~10월31일,고등학교,5위,기타,5.8
201710,2017년1월1일~10월31일,고등학교,6위,정신건강,3.6
201710,2017년1월1일~10월31일,고등학교,7위,생활습관/외모,3.3
201710,2017년1월1일~10월31일,고등학교,8위,인터넷/스마트폰,2.8
201710,2017년1월1일~10월31일,고등학교,9위,성격,1.9
201710,2017년1월1일~10월31일,고등학교,10위,일탈 및 비행,1.2
201710,2017년1월1일~10월31일,고등학교,11위,성,0.8
201709,2017년1월1일~9월26일,초등학교,1위,대인관계,50.3
201709,2017년1월1일~9월26일,초등학교,2위,학업,15.3
201709,2017년1월1일~9월26일,초등학교,3위,기타,15.3
201709,2017년1월1일~9월26일,초등학교,4위,가족,7.7
201709,2017년1월1일~9월26일,초등학교,5위,생활습관/외모,4.4
201709,2017년1월1일~9월26일,초등학교,6위,진로,3.3
201709,2017년1월1일~9월26일,초등학교,7위,성격,1.6
201709,2017년1월1일~9월26일,초등학교,8위,인터넷/스마트폰,1.1
201709,2017년1월1일~9월26일,초등학교,9위,일탈 및 비행,0.5
201709,2017년1월1일~9월26일,초등학교,10위,정신건강,0.5
201709,2017년1월1일~9월26일,초등학교,11위,-,0
201709,2017년1월1일~9월26일,중학교,1위,대인관계,45.7
201709,2017년1월1일~9월26일,중학교,2위,학업,17.8
201709,2017년1월1일~9월26일,중학교,3위,기타,10.2
201709,2017년1월1일~9월26일,중학교,4위,가족,7.8
201709,2017년1월1일~9월26일,중학교,5위,진로,7
201709,2017년1월1일~9월26일,중학교,6위,생활습관/외모,4.9
201709,2017년1월1일~9월26일,중학교,7위,인터넷/스마트폰,3.1
201709,2017년1월1일~9월26일,중학교,8위,성격,1.8
201709,2017년1월1일~9월26일,중학교,9위,정신건강,1
201709,2017년1월1일~9월26일,중학교,10위,일탈 및 비행,0.8
201709,2017년1월1일~9월26일,중학교,11위,-,0
201709,2017년1월1일~9월26일,고등학교,1위,대인관계,36.1
201709,2017년1월1일~9월26일,고등학교,2위,학업,25.5
201709,2017년1월1일~9월26일,고등학교,3위,진로,11.6
201709,2017년1월1일~9월26일,고등학교,4위,가족,8.4
201709,2017년1월1일~9월26일,고등학교,5위,기타,5.7
201709,2017년1월1일~9월26일,고등학교,6위,생활습관/외모,3.5
201709,2017년1월1일~9월26일,고등학교,7위,인터넷/스마트폰,3
201709,2017년1월1일~9월26일,고등학교,8위,정신건강,2
201709,2017년1월1일~9월26일,고등학교,9위,성격,1.8
201709,2017년1월1일~9월26일,고등학교,10위,일탈 및 비행,1.5
201709,2017년1월1일~9월26일,고등학교,11위,성,0.9
201708,2017년1월1일~8월28일,초등학교,1위,대인관계,51.6
201708,2017년1월1일~8월28일,초등학교,2위,학업,16.1
201708,2017년1월1일~8월28일,초등학교,3위,기타,13.7
201708,2017년1월1일~8월28일,초등학교,4위,가족,7.5
201708,2017년1월1일~8월28일,초등학교,5위,생활습관/외모,4.3
201708,2017년1월1일~8월28일,초등학교,6위,진로,3.1
201708,2017년1월1일~8월28일,초등학교,7위,성격,1.9
201708,2017년1월1일~8월28일,초등학교,8위,인터넷/스마트폰,1.2
201708,2017년1월1일~8월28일,초등학교,9위,일탈 및 비행,0.6
201708,2017년1월1일~8월28일,초등학교,10위,-,0
201708,2017년1월1일~8월28일,초등학교,11위,-,0
201708,2017년1월1일~8월28일,중학교,1위,대인관계,44.9
201708,2017년1월1일~8월28일,중학교,2위,학업,18.4
201708,2017년1월1일~8월28일,중학교,3위,기타,11.3
201708,2017년1월1일~8월28일,중학교,4위,가족,8
201708,2017년1월1일~8월28일,중학교,5위,진로,5.2
201708,2017년1월1일~8월28일,중학교,6위,생활습관/외모,5.1
201708,2017년1월1일~8월28일,중학교,7위,인터넷/스마트폰,3.2
201708,2017년1월1일~8월28일,중학교,8위,성격,1.9
201708,2017년1월1일~8월28일,중학교,9위,정신건강,1.1
201708,2017년1월1일~8월28일,중학교,10위,일탈 및 비행,0.9
201708,2017년1월1일~8월28일,중학교,11위,-,0
201708,2017년1월1일~8월28일,고등학교,1위,대인관계,35.3
201708,2017년1월1일~8월28일,고등학교,2위,학업,26
201708,2017년1월1일~8월28일,고등학교,3위,진로,11.3
201708,2017년1월1일~8월28일,고등학교,4위,가족,8.7
201708,2017년1월1일~8월28일,고등학교,5위,기타,5.9
201708,2017년1월1일~8월28일,고등학교,6위,생활습관/외모,3.3
201708,2017년1월1일~8월28일,고등학교,7위,인터넷/스마트폰,3
201708,2017년1월1일~8월28일,고등학교,8위,정신건강,2.1
201708,2017년1월1일~8월28일,고등학교,9위,성격,1.8
201708,2017년1월1일~8월28일,고등학교,10위,일탈 및 비행,1.4
201708,2017년1월1일~8월28일,고등학교,11위,성,1.1
201707,2017년1월1일~7월28일,초등학교,1위,대인관계,53.4
201707,2017년1월1일~7월28일,초등학교,2위,학업,14.9
201707,2017년1월1일~7월28일,초등학교,3위,기타,13.5
201707,2017년1월1일~7월28일,초등학교,4위,가족,7.4
201707,2017년1월1일~7월28일,초등학교,5위,생활습관/외모,4.7
201707,2017년1월1일~7월28일,초등학교,6위,진로,2.7
201707,2017년1월1일~7월28일,초등학교,7위,성격,2
201707,2017년1월1일~7월28일,초등학교,8위,일탈 및 비행,0.7
201707,2017년1월1일~7월28일,초등학교,9위,인터넷/스마트폰,0.7
201707,2017년1월1일~7월28일,초등학교,10위,-,0
201707,2017년1월1일~7월28일,초등학교,11위,-,0
201707,2017년1월1일~7월28일,중학교,1위,대인관계,44.2
201707,2017년1월1일~7월28일,중학교,2위,학업,18.9
201707,2017년1월1일~7월28일,중학교,3위,기타,11.5
201707,2017년1월1일~7월28일,중학교,4위,가족,7.6
201707,2017년1월1일~7월28일,중학교,5위,진로,5
201707,2017년1월1일~7월28일,중학교,6위,생활습관/외모,4.9
201707,2017년1월1일~7월28일,중학교,7위,인터넷/스마트폰,3.4
201707,2017년1월1일~7월28일,중학교,8위,성격,2.2
201707,2017년1월1일~7월28일,중학교,9위,정신건강,1.3
201707,2017년1월1일~7월28일,중학교,10위,일탈 및 비행,1.1
201707,2017년1월1일~7월28일,중학교,11위,-,0
201707,2017년1월1일~7월28일,고등학교,1위,대인관계,39.1
201707,2017년1월1일~7월28일,고등학교,2위,학업,27.5
201707,2017년1월1일~7월28일,고등학교,3위,진로,9.1
201707,2017년1월1일~7월28일,고등학교,4위,가족,6.9
201707,2017년1월1일~7월28일,고등학교,5위,기타,4.8
201707,2017년1월1일~7월28일,고등학교,6위,인터넷/스마트폰,3.4
201707,2017년1월1일~7월28일,고등학교,7위,생활습관/외모,2.9
201707,2017년1월1일~7월28일,고등학교,8위,일탈 및 비행,1.9
201707,2017년1월1일~7월28일,고등학교,9위,성,1.6
201707,2017년1월1일~7월28일,고등학교,10위,성격,1.6
201707,2017년1월1일~7월28일,고등학교,11위,정신건강,1.3
201706,2017년1월1일~6월30일,초등학교,1위,대인관계,51.1
201706,2017년1월1일~6월30일,초등학교,2위,학업,17.8
201706,2017년1월1일~6월30일,초등학교,3위,가족,11.1
201706,2017년1월1일~6월30일,초등학교,4위,생활습관/외모,6.7
201706,2017년1월1일~6월30일,초등학교,5위,기타,5.6
201706,2017년1월1일~6월30일,초등학교,6위,진로,3.3
201706,2017년1월1일~6월30일,초등학교,7위,성격,2.2
201706,2017년1월1일~6월30일,초등학교,8위,일탈 및 비행,1.1
201706,2017년1월1일~6월30일,초등학교,9위,정신건강,1.1
201706,2017년1월1일~6월30일,초등학교,10위,-,0
201706,2017년1월1일~6월30일,초등학교,11위,-,0
201706,2017년1월1일~6월30일,중학교,1위,대인관계,48.6
201706,2017년1월1일~6월30일,중학교,2위,학업,15.5
201706,2017년1월1일~6월30일,중학교,3위,기타,12.2
201706,2017년1월1일~6월30일,중학교,4위,가족,7.5
201706,2017년1월1일~6월30일,중학교,5위,생활습관/외모,4
201706,2017년1월1일~6월30일,중학교,6위,진로,4
201706,2017년1월1일~6월30일,중학교,7위,인터넷/스마트폰,3.2
201706,2017년1월1일~6월30일,중학교,8위,성격,2
201706,2017년1월1일~6월30일,중학교,9위,정신건강,1.7
201706,2017년1월1일~6월30일,중학교,10위,일탈 및 비행,1.2
201706,2017년1월1일~6월30일,중학교,11위,-,0
201706,2017년1월1일~6월30일,고등학교,1위,대인관계,38.2
201706,2017년1월1일~6월30일,고등학교,2위,학업,32.8
201706,2017년1월1일~6월30일,고등학교,3위,진로,6
201706,2017년1월1일~6월30일,고등학교,4위,가족,5.7
201706,2017년1월1일~6월30일,고등학교,5위,기타,4.1
201706,2017년1월1일~6월30일,고등학교,6위,인터넷/스마트폰,4.1
201706,2017년1월1일~6월30일,고등학교,7위,생활습관/외모,3
201706,2017년1월1일~6월30일,고등학교,8위,일탈 및 비행,2.2
201706,2017년1월1일~6월30일,고등학교,9위,성,2.2
201706,2017년1월1일~6월30일,고등학교,10위,성격,1.1
201706,2017년1월1일~6월30일,고등학교,11위,정신건강,0.8
201705,2017년1월1일~5월29일,초등학교,1위,대인관계,48.3
201705,2017년1월1일~5월29일,초등학교,2위,학업,20.7
201705,2017년1월1일~5월29일,초등학교,3위,가족,13.8
201705,2017년1월1일~5월29일,초등학교,4위,생활습관/외모,5.2
201705,2017년1월1일~5월29일,초등학교,5위,성격,3.4
201705,2017년1월1일~5월29일,초등학교,6위,진로,3.4
201705,2017년1월1일~5월29일,초등학교,7위,기타,3.4
201705,2017년1월1일~5월29일,초등학교,8위,일탈 및 비행,1.7
201705,2017년1월1일~5월29일,초등학교,9위,-,0
201705,2017년1월1일~5월29일,초등학교,10위,-,0
201705,2017년1월1일~5월29일,초등학교,11위,-,0
201705,2017년1월1일~5월29일,중학교,1위,대인관계,50
201705,2017년1월1일~5월29일,중학교,2위,학업,16.2
201705,2017년1월1일~5월29일,중학교,3위,기타,11.5
201705,2017년1월1일~5월29일,중학교,4위,가족,6.8
201705,2017년1월1일~5월29일,중학교,5위,인터넷/스마트폰,4
201705,2017년1월1일~5월29일,중학교,6위,생활습관/외모,3.6
201705,2017년1월1일~5월29일,중학교,7위,진로,3.6
201705,2017년1월1일~5월29일,중학교,8위,성격,1.8
201705,2017년1월1일~5월29일,중학교,9위,일탈 및 비행,1.4
201705,2017년1월1일~5월29일,중학교,10위,정신건강,1.1
201705,2017년1월1일~5월29일,중학교,11위,-,0
201705,2017년1월1일~5월29일,고등학교,1위,대인관계,35.3
201705,2017년1월1일~5월29일,고등학교,2위,학업,33.9
201705,2017년1월1일~5월29일,고등학교,3위,가족,6.2
201705,2017년1월1일~5월29일,고등학교,4위,인터넷/스마트폰,5.9
201705,2017년1월1일~5월29일,고등학교,5위,진로,5.9
201705,2017년1월1일~5월29일,고등학교,6위,기타,3.8
201705,2017년1월1일~5월29일,고등학교,7위,생활습관/외모,2.8
201705,2017년1월1일~5월29일,고등학교,8위,일탈 및 비행,2.4
201705,2017년1월1일~5월29일,고등학교,9위,성,2.4
201705,2017년1월1일~5월29일,고등학교,10위,성격,1
201705,2017년1월1일~5월29일,고등학교,11위,정신건강,0.3
